age,workclass,fnlwgt,education,education_num,married_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_pr_week,native_country,income
59,Self-emp-inc,223215,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
52,Local-gov,305053,high-school,9,married,Craft-repair,Husband,White,Male,0,2051,40,United-States,0
31,Self-emp-not-inc,209213,high-school,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,0
55,Private,231738,high-school,9,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,40,England,0
41,Local-gov,129793,high-school,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
50,Private,30682,school,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,0
38,Private,27016,high-school,9,married,Farming-fishing,Husband,White,Male,0,0,43,United-States,0
33,State-gov,313729,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0
59,Private,98361,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
20,Private,119742,high-school,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,0
44,Private,128354,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
32,Private,299635,higher,11,married,Craft-repair,Husband,White,Male,0,0,45,United-States,0
49,Private,133669,higher,10,married,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
38,Private,185556,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,Italy,0
33,State-gov,108116,high-school,9,married,Tech-support,Husband,White,Male,0,0,40,United-States,0
55,Local-gov,115457,high-school,9,married,Other-service,Husband,White,Male,0,0,40,United-States,0
42,Private,184837,high-school,9,married,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,1
42,Private,191196,higher,12,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
22,Private,166371,higher,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
27,Private,134890,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,0
28,Private,113870,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
54,Private,271160,higher,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
38,Private,191137,school,6,married,Other-service,Husband,White,Male,0,0,40,United-States,0
65,Self-emp-inc,116057,high-school,9,Married-spouse-absent,Sales,Not-in-family,White,Female,6723,0,40,United-States,0
57,Private,230899,school,3,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
53,State-gov,21412,higher,10,married,Other-service,Husband,White,Male,0,0,40,United-States,0
32,Private,52537,higher,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,38,United-States,0
27,Private,279872,higher,10,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
22,Private,56582,high-school,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,0
32,Federal-gov,128714,high-school,9,Never-married,Other-service,Own-child,Black,Female,0,0,32,United-States,0
30,Local-gov,264936,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
46,Local-gov,66934,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,0
17,Private,234780,high-school,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,0
32,Private,348152,Masters,14,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
22,Private,188274,higher,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
26,Private,173593,Masters,14,married,Machine-op-inspct,Husband,White,Male,0,0,20,Canada,0
27,Private,333990,higher,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
27,Private,148429,high-school,9,married,Transport-moving,Husband,White,Male,0,0,60,United-States,0
33,Private,265204,high-school,9,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
55,Federal-gov,169133,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0
26,State-gov,197156,high-school,9,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
40,Private,220609,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
58,Federal-gov,256466,Masters,14,married,Tech-support,Husband,Asian-Pac-Islander,Male,7688,0,40,China,1
51,Private,289436,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
26,Private,206721,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,0
64,State-gov,194894,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,1
32,Private,207668,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,50,United-States,1
27,Private,165014,higher,10,married,Sales,Own-child,Other,Female,0,0,11,Mexico,0
24,Private,177287,school,8,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,0
36,Private,182074,high-school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
36,Private,156084,high-school,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
61,Local-gov,177189,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,42,United-States,0
70,Local-gov,111712,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,22,United-States,0
31,Private,56964,higher,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
45,Local-gov,54038,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,42,United-States,0
26,Private,36201,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
22,Private,119742,high-school,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,303942,school,5,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
48,Self-emp-not-inc,116360,higher,11,Married-spouse-absent,Tech-support,Other-relative,Black,Female,0,0,10,United-States,0
46,Private,212162,school,3,married,Other-service,Husband,Black,Male,0,0,40,United-States,0
63,Self-emp-not-inc,52144,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,0
22,Private,163870,high-school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
54,Private,96062,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
24,Local-gov,203924,Bachelors,13,married,Protective-serv,Husband,White,Male,0,0,45,United-States,0
49,Private,27614,high-school,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
37,Private,48268,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
80,Private,157778,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,0
35,Private,101978,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
39,Private,196673,high-school,9,married,Other-service,Wife,White,Female,5013,0,40,United-States,0
39,Private,262841,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
36,Private,228190,high-school,9,married,Handlers-cleaners,Husband,Black,Male,0,0,20,United-States,0
35,Private,305379,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,1887,50,United-States,1
53,Private,276515,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Cuba,0
26,Private,141824,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
37,Private,29660,higher,12,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
60,Private,181954,Bachelors,13,married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,25,Iran,0
22,Private,509048,high-school,9,Never-married,Sales,Other-relative,Black,Female,0,0,37,United-States,0
24,Private,96844,higher,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,0
59,Private,441227,Masters,14,married,Prof-specialty,Husband,Black,Male,7298,0,50,United-States,1
52,Private,180195,Bachelors,13,married,Sales,Husband,White,Male,0,0,40,United-States,1
31,Federal-gov,103651,high-school,9,married,Adm-clerical,Husband,White,Male,0,0,45,United-States,1
38,Private,183683,school,6,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,45,United-States,0
33,Private,394727,school,6,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,0
41,Private,38434,Masters,14,married,Prof-specialty,Wife,White,Female,7688,0,10,United-States,1
49,Private,171301,high-school,9,married,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,0
40,Private,242521,higher,11,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
33,State-gov,120460,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
41,Private,168730,higher,10,married,Sales,Husband,White,Male,0,0,50,United-States,1
59,Self-emp-inc,103948,high-school,9,married,Sales,Husband,White,Male,0,0,60,United-States,1
31,Federal-gov,158847,higher,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
41,Private,144752,higher,10,married,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,1
45,Private,105431,high-school,9,Married-spouse-absent,Farming-fishing,Unmarried,Black,Female,0,0,39,United-States,0
19,Self-emp-not-inc,139278,high-school,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
49,Private,123207,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,0
52,Private,208570,higher,11,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
50,Private,175804,high-school,9,married,Sales,Husband,White,Male,0,0,48,United-States,0
23,Private,93977,high-school,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
41,Private,128700,high-school,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
49,Federal-gov,195949,high-school,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
20,Private,289944,higher,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
42,Self-emp-not-inc,217826,high-school,9,married,Craft-repair,Husband,Black,Male,0,0,25,Jamaica,0
37,Private,212512,high-school,9,married,Machine-op-inspct,Husband,White,Male,3464,0,50,United-States,0
34,Private,538243,higher,10,Married-spouse-absent,Tech-support,Unmarried,Black,Female,0,0,40,United-States,0
50,Private,34832,Bachelors,13,married,Tech-support,Husband,White,Male,15024,0,40,United-States,1
29,Private,173652,higher,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
34,Self-emp-not-inc,313729,Bachelors,13,married,Sales,Husband,White,Male,0,0,60,United-States,1
43,Private,393762,higher,10,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,35,United-States,0
37,Private,145064,higher,12,married,Prof-specialty,Husband,White,Male,0,0,32,United-States,0
33,Private,479600,higher,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
61,Private,195453,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
40,Private,116632,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
57,Private,190997,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
42,Local-gov,159931,Bachelors,13,married,Prof-specialty,Wife,White,Female,0,0,45,United-States,1
19,State-gov,431745,school,7,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
23,Private,52262,higher,11,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
47,Private,99127,higher,11,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
36,Self-emp-not-inc,288585,high-school,9,married,Other-service,Wife,Asian-Pac-Islander,Female,0,0,20,South,0
47,Private,131160,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,White,Female,99999,0,40,United-States,1
57,Self-emp-not-inc,34297,school,4,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
38,Private,235379,higher,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,0
23,Private,384651,higher,10,married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
25,Private,267431,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,55,United-States,0
38,Private,242559,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
25,Private,213412,Bachelors,13,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,0
33,Private,49027,high-school,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,162572,Bachelors,13,married,Prof-specialty,Husband,White,Male,99999,0,40,United-States,1
48,Private,102102,higher,11,married,Tech-support,Husband,White,Male,0,0,50,United-States,1
22,Private,100188,higher,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
44,State-gov,342510,Doctorate,16,married,Prof-specialty,Wife,White,Female,7688,0,40,United-States,1
39,Private,101782,high-school,9,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,174503,high-school,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
43,Private,69758,higher,12,married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0
49,Self-emp-inc,315998,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
69,Self-emp-inc,107850,Masters,14,married,Exec-managerial,Husband,White,Male,6514,0,40,United-States,1
48,Private,176140,school,7,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
41,Private,191814,high-school,9,married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
19,Private,174732,higher,10,Never-married,Other-service,Own-child,Black,Male,0,0,25,United-States,0
51,Self-emp-not-inc,381769,high-school,9,married,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
21,Private,163870,school,6,married,Other-service,Husband,White,Male,3908,0,40,United-States,0
32,Private,216145,higher,10,Never-married,Craft-repair,Not-in-family,White,Male,4650,0,45,United-States,0
74,Private,89667,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,0,0,35,United-States,0
52,Private,231865,high-school,9,married,Adm-clerical,Husband,White,Male,0,0,46,United-States,0
51,Private,194259,Bachelors,13,Married-spouse-absent,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
40,Private,75363,higher,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
39,Private,122493,high-school,9,married,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
31,Private,137290,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
26,Private,157249,school,7,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,144593,high-school,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
32,Private,317378,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,10520,0,40,United-States,1
35,Private,38245,higher,10,married,Craft-repair,Husband,White,Male,0,0,60,United-States,0
63,Local-gov,241404,higher,10,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,0,0,35,United-States,0
19,Private,269657,higher,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,0
37,Private,179088,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
47,Private,199058,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
32,Private,234195,high-school,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
28,Private,242482,high-school,9,married,Sales,Husband,White,Male,0,0,40,United-States,0
38,Private,180303,Bachelors,13,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,1
30,Private,335124,higher,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,0
68,Local-gov,233954,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,1
20,Private,122971,higher,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,0
19,Private,391329,higher,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,0
35,Private,133454,school,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,0
21,Private,520231,higher,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
44,Private,152629,Bachelors,13,married,Adm-clerical,Husband,White,Male,3103,0,40,United-States,1
55,Private,139834,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
68,Private,204082,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
53,Local-gov,216691,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States,1
27,Private,165519,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,Private,114580,high-school,9,Married-spouse-absent,Craft-repair,Other-relative,White,Female,0,0,40,Vietnam,0
18,Private,236069,school,6,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,0
24,Private,224785,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1876,65,United-States,0
30,Private,220148,high-school,9,married,Craft-repair,Husband,White,Male,0,1848,50,United-States,1
34,Private,287737,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
29,Private,439263,high-school,9,married,Protective-serv,Husband,White,Male,0,0,35,Peru,0
39,Federal-gov,33289,high-school,9,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,0
37,Self-emp-not-inc,149230,higher,11,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
25,Private,503012,school,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0
78,Self-emp-not-inc,59583,school,4,married,Farming-fishing,Husband,White,Male,0,0,25,United-States,0
52,Private,150393,Bachelors,13,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
73,State-gov,96262,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
60,Private,187124,high-school,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
37,Private,243425,high-school,9,Married-spouse-absent,Other-service,Other-relative,White,Female,0,0,50,Peru,0
68,Private,284763,school,7,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,0
26,Private,300290,school,7,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
55,Private,205759,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
60,Private,23063,school,4,married,Sales,Husband,White,Male,0,0,40,United-States,0
37,Self-emp-not-inc,607848,Bachelors,13,married,Tech-support,Husband,White,Male,0,0,40,United-States,1
61,Private,195789,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
18,Private,45316,school,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
25,Private,144259,high-school,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,50,United-States,0
30,State-gov,714597,higher,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,45,United-States,0
23,Private,176486,higher,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,0
22,Private,183083,higher,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,0
50,Private,156008,school,7,married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
67,Private,244122,higher,11,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,0
55,Private,408537,school,5,Married-spouse-absent,Craft-repair,Unmarried,White,Female,99999,0,37,United-States,1
35,Self-emp-inc,175769,high-school,9,married,Sales,Husband,White,Male,0,0,65,United-States,1
41,Private,163258,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
56,Private,108276,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
26,Private,151626,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,45,United-States,0
21,Private,165475,high-school,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
46,Private,280030,school,3,married,Prof-specialty,Husband,White,Male,0,0,40,Mexico,0
55,Private,109015,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,1876,40,United-States,0
34,Private,182274,higher,10,married,Exec-managerial,Wife,White,Female,0,1887,40,United-States,1
45,Private,144086,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
42,Self-emp-not-inc,104118,higher,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
31,Private,293594,high-school,9,Never-married,Adm-clerical,Unmarried,White,Female,0,3770,37,Puerto-Rico,0
31,Private,415706,school,6,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,0
17,Private,117798,school,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
30,Private,54334,school,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
41,Private,182303,higher,10,married,Sales,Husband,White,Male,0,0,50,United-States,1
48,Private,180695,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,0
32,Private,76773,higher,10,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
19,Private,188618,high-school,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,0
41,Private,215479,high-school,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,0
37,State-gov,117651,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,0
19,Private,165416,higher,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
45,Private,474617,high-school,9,Married-spouse-absent,Sales,Unmarried,Black,Male,5455,0,40,United-States,0
40,State-gov,105936,higher,15,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
53,Private,117674,higher,10,married,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
23,Private,72922,higher,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
40,State-gov,31627,Bachelors,13,married,Exec-managerial,Wife,White,Female,0,0,20,United-States,0
22,Self-emp-not-inc,108506,higher,11,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,United-States,0
47,Private,459189,high-school,9,married,Transport-moving,Husband,White,Male,0,0,40,United-States,1
26,Private,121559,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
53,State-gov,118793,high-school,9,married,Protective-serv,Husband,White,Male,0,0,40,United-States,0
27,Private,116207,school,5,married,Craft-repair,Husband,White,Male,0,0,32,United-States,0
20,Private,117476,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
38,Private,216319,Doctorate,16,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,1
41,Private,191451,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,1
39,Local-gov,423605,school,8,married,Transport-moving,Husband,White,Male,0,1848,40,Nicaragua,1
37,Private,359131,high-school,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,48,United-States,0
70,Private,195739,school,6,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,45,United-States,0
34,Local-gov,231826,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,40,El-Salvador,0
49,Private,149337,high-school,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
46,Private,171095,higher,12,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,38,United-States,0
46,Self-emp-inc,192779,higher,15,married,Prof-specialty,Husband,White,Male,15024,0,60,United-States,1
32,Private,288229,higher,10,married,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,Greece,0
39,Private,287306,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
23,Private,175778,higher,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
37,Private,234807,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,0
74,Local-gov,214514,school,4,married,Protective-serv,Husband,White,Male,0,0,40,United-States,0
45,State-gov,284763,higher,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
18,Private,274445,high-school,9,Never-married,Prof-specialty,Own-child,White,Male,0,1602,20,United-States,0
39,Local-gov,86643,higher,10,married,Protective-serv,Husband,White,Male,0,0,48,United-States,0
45,Private,123075,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
33,Private,93056,school,4,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
22,Private,351952,higher,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,0
29,Private,93662,higher,10,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,24,United-States,0
30,Private,155343,high-school,9,married,Craft-repair,Husband,White,Male,5013,0,40,United-States,0
37,Private,191137,higher,12,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,25,United-States,0
24,Private,36058,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
53,Private,346253,high-school,9,Married-spouse-absent,Sales,Own-child,White,Female,0,0,35,United-States,0
24,Private,200819,school,8,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
41,Private,191547,Masters,14,married,Exec-managerial,Husband,White,Male,99999,0,55,United-States,1
18,Private,261714,higher,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
45,Local-gov,251786,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,0
40,Private,694812,higher,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
46,Federal-gov,104575,higher,11,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
26,Private,288959,high-school,9,married,Sales,Husband,Black,Male,0,0,36,United-States,0
44,Private,214781,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
39,Private,238721,Bachelors,13,Married-spouse-absent,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
36,Self-emp-not-inc,36270,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
30,Self-emp-not-inc,105749,Bachelors,13,married,Sales,Husband,White,Male,0,0,50,United-States,0
48,Private,331482,higher,15,married,Tech-support,Husband,White,Male,0,1977,40,United-States,1
45,Private,192053,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,50,United-States,0
42,State-gov,24264,higher,10,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,38,United-States,0
28,Private,339897,school,2,married,Machine-op-inspct,Husband,White,Male,0,0,43,Mexico,0
19,Private,131982,higher,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
51,Private,53838,Bachelors,13,married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
34,Private,191834,high-school,9,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
59,Self-emp-not-inc,170411,school,4,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
23,Private,103064,high-school,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
39,Private,175232,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,40,United-States,0
37,Local-gov,223020,higher,11,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,0
27,Private,105830,higher,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
35,Private,241306,higher,11,married,Tech-support,Husband,White,Male,0,0,40,United-States,1
74,Private,33114,school,6,married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,1797,0,30,United-States,0
31,Private,38158,higher,10,married,Sales,Husband,White,Male,0,0,40,United-States,0
